STEVAL-MKI196V1 (LSM6DSO)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	A_X [deg] 	 A_Y [deg] 	 A_Z [deg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	TEMP [C] 	
-12 	 34 	 1001 	0 	 1 	 88 	-0.1925 	 0.595 	 2.695 	23.7 	
-8 	 1 	 1032 	0 	 0 	 90 	-0.28 	 0.6475 	 3.43 	23.7 	
6 	 10 	 1014 	0 	 0 	 90 	0.28875 	 0.69125 	 3.15 	23.7 	
2 	 16 	 1018 	0 	 0 	 90 	0.06125 	 0.70875 	 1.82 	23.7 	
4 	 27 	 1009 	0 	 1 	 88 	-0.27125 	 0.55125 	 0.9275 	23.7 	
-7 	 19 	 1026 	0 	 1 	 88 	-0.3325 	 0.46375 	 -0.07875 	23.7 	
-2 	 39 	 1011 	0 	 2 	 87 	-0.35 	 0.595 	 -0.2275 	23.7 	
-2 	 33 	 1018 	0 	 1 	 88 	-0.42 	 0.5425 	 -0.6475 	23.7 	
-9 	 28 	 1011 	0 	 1 	 88 	-0.42 	 0.4725 	 -1.505 	23.7 	
-12 	 36 	 1024 	0 	 2 	 87 	-0.105 	 0.5425 	 -1.505 	23.7 	
-18 	 17 	 998 	-1 	 0 	 88 	-0.25375 	 0.72625 	 -1.00625 	23.6 	
-8 	 -8 	 1046 	0 	 0 	 90 	-0.6475 	 0.4725 	 -0.58625 	23.6 	
-10 	 21 	 996 	0 	 1 	 88 	0.06125 	 0.595 	 -0.56875 	23.7 	
2 	 4 	 1040 	0 	 0 	 90 	-0.06125 	 0.42 	 -0.4725 	23.7 	
-6 	 28 	 990 	0 	 1 	 88 	-0.00875 	 0.6475 	 -0.875 	23.7 	
-8 	 16 	 1037 	0 	 0 	 90 	-0.21875 	 0.60375 	 -0.84875 	23.7 	
-3 	 28 	 1003 	0 	 1 	 88 	0.14 	 0.65625 	 -0.69125 	23.6 	
-2 	 1 	 1025 	0 	 0 	 90 	-0.42 	 0.67375 	 -1.5225 	23.6 	
-2 	 6 	 1017 	0 	 0 	 90 	0.11375 	 0.595 	 -2.51125 	23.7 	
-4 	 -1 	 1016 	0 	 0 	 90 	-0.21875 	 0.4375 	 -3.4125 	23.7 	
-14 	 1 	 1002 	0 	 0 	 89 	-0.455 	 0.4025 	 -3.8675 	23.7 	
-18 	 10 	 1042 	0 	 0 	 89 	-0.5075 	 0.42 	 -3.15 	23.7 	
-12 	 24 	 990 	0 	 1 	 88 	-0.13125 	 0.42 	 -1.65375 	23.7 	
-3 	 1 	 1041 	0 	 0 	 90 	-0.23625 	 0.4725 	 -1.05 	23.7 	
0 	 10 	 1007 	0 	 0 	 90 	0.06125 	 0.5425 	 -1.19 	23.7 	
-5 	 4 	 1013 	0 	 0 	 90 	-0.25375 	 0.5075 	 -1.56625 	23.7 	
-2 	 4 	 1032 	0 	 0 	 90 	0.105 	 0.6125 	 -1.925 	23.6 	
-7 	 15 	 1005 	0 	 0 	 90 	-0.28 	 0.48125 	 -2.2225 	23.6 	
-9 	 17 	 1024 	0 	 0 	 89 	-0.30625 	 0.39375 	 -2.30125 	23.7 	
-12 	 16 	 1008 	0 	 0 	 89 	-0.37625 	 0.3675 	 -2.17 	23.7 	
-11 	 11 	 1037 	0 	 0 	 89 	-0.07 	 0.5775 	 -2.0125 	23.7 	
-9 	 38 	 993 	0 	 2 	 87 	0.035 	 0.525 	 -1.8025 	23.7 	
5 	 15 	 1035 	0 	 0 	 90 	-0.1925 	 0.5425 	 -2.3625 	23.7 	
-12 	 18 	 1002 	0 	 1 	 88 	-0.53375 	 0.665 	 -2.94 	23.7 	
-9 	 14 	 1034 	0 	 0 	 89 	0.16625 	 0.21875 	 -2.87875 	23.7 	
-11 	 34 	 999 	0 	 1 	 88 	-0.0525 	 0.53375 	 -2.555 	23.7 	
-12 	 20 	 1027 	0 	 1 	 88 	-0.16625 	 0.41125 	 -2.345 	23.7 	
-17 	 35 	 1003 	-1 	 2 	 87 	-0.14875 	 0.455 	 -1.84625 	23.7 	
-10 	 27 	 1035 	0 	 1 	 88 	-0.02625 	 0.39375 	 -1.3825 	23.7 	
-14 	 33 	 1002 	0 	 1 	 88 	0.665 	 0.65625 	 -1.3125 	23.7 	
2 	 6 	 1022 	0 	 0 	 90 	0.07 	 0.595 	 -1.33875 	23.7 	
1 	 38 	 1017 	0 	 2 	 87 	-0.21 	 0.63 	 -2.0825 	23.7 	
-5 	 12 	 1010 	0 	 0 	 90 	-0.84 	 0.4025 	 -2.93125 	23.7 	
-6 	 1 	 1025 	0 	 0 	 90 	-0.34125 	 0.27125 	 -3.84125 	23.7 	
-12 	 14 	 1022 	0 	 0 	 89 	0.11375 	 0.42875 	 -4.2875 	23.7 	
-22 	 9 	 1004 	-1 	 0 	 88 	-0.0175 	 0.2975 	 -3.52625 	23.7 	
-2 	 20 	 1020 	0 	 1 	 88 	0.1225 	 0.35 	 -2.625 	23.7 	
-6 	 12 	 1017 	0 	 0 	 90 	0.0525 	 0.595 	 -2.415 	23.7 	
-13 	 -4 	 1024 	0 	 0 	 89 	0.035 	 0.51625 	 -1.84625 	23.7 	
-5 	 11 	 1005 	0 	 0 	 90 	-0.42 	 0.48125 	 -1.37375 	23.7 	
-8 	 -1 	 1037 	0 	 0 	 90 	-0.35875 	 0.4025 	 -1.35625 	23.7 	
0 	 5 	 1014 	0 	 0 	 90 	-0.2975 	 0.42875 	 -1.7325 	23.7 	
-15 	 -1 	 1024 	0 	 0 	 89 	0.735 	 0.39375 	 -2.135 	23.7 	
-6 	 18 	 997 	0 	 1 	 88 	0.25375 	 0.44625 	 -1.96 	23.7 	
-4 	 -10 	 1020 	0 	 0 	 90 	-0.1575 	 0.455 	 -2.065 	23.7 	
-2 	 13 	 1024 	0 	 0 	 90 	0.09625 	 0.735 	 -2.52875 	23.7 	
0 	 15 	 1001 	0 	 0 	 90 	-0.56875 	 0.34125 	 -2.75625 	23.7 	
-6 	 5 	 1041 	0 	 0 	 90 	-0.42875 	 0.49875 	 -3.17625 	23.7 	
-9 	 21 	 998 	0 	 1 	 88 	0.07 	 0.65625 	 -3.14125 	23.7 	
-4 	 -7 	 1030 	0 	 0 	 90 	-0.2275 	 0.34125 	 -3.745 	23.7 	
-13 	 22 	 1006 	0 	 1 	 88 	0.13125 	 0.25375 	 -4.655 	23.7 	
-15 	 -7 	 1018 	0 	 0 	 89 	-0.21875 	 0.4025 	 -4.1125 	23.7 	
-11 	 11 	 1012 	0 	 0 	 89 	0.21875 	 0.6825 	 -3.255 	23.7 	
-7 	 3 	 1018 	0 	 0 	 90 	0.06125 	 0.55125 	 -2.7825 	23.7 	
-15 	 4 	 1018 	0 	 0 	 89 	-0.63875 	 0.4375 	 -2.415 	23.7 	
-8 	 32 	 1017 	0 	 1 	 88 	-0.63875 	 0.32375 	 -2.10875 	23.7 	
-6 	 35 	 1035 	0 	 1 	 88 	-0.0525 	 0.35 	 -2.415 	23.7 	
-14 	 34 	 991 	0 	 1 	 88 	-0.23625 	 0.455 	 -3.29 	23.7 	
-10 	 -3 	 1034 	0 	 0 	 89 	-0.20125 	 0.56875 	 -3.77125 	23.7 	
-8 	 11 	 1022 	0 	 0 	 90 	-0.04375 	 0.49875 	 -3.8675 	23.7 	
-18 	 39 	 993 	-1 	 2 	 87 	-0.06125 	 0.49 	 -3.78 	23.6 	
-16 	 17 	 1025 	0 	 0 	 89 	-0.7 	 0.1575 	 -3.0625 	23.6 	
-12 	 0 	 1023 	0 	 0 	 89 	0.09625 	 0.63 	 -2.38 	23.7 	
-33 	 -7 	 1007 	-1 	 0 	 88 	-0.16625 	 0.6125 	 -1.77625 	23.7 	
-33 	 -31 	 1032 	-1 	 -1 	 88 	-0.5075 	 0.5425 	 1.16375 	23.7 	
-11 	 -9 	 1026 	0 	 0 	 89 	0.28 	 0.77 	 4.05125 	23.7 	
-7 	 39 	 988 	0 	 2 	 87 	-0.0875 	 0.7 	 4.8475 	23.7 	
4 	 26 	 1029 	0 	 1 	 88 	-0.14 	 0.7525 	 4.43625 	23.7 	
2 	 28 	 1027 	0 	 1 	 88 	0.06125 	 0.7525 	 2.26625 	23.6 	
-5 	 3 	 1009 	0 	 0 	 90 	-0.37625 	 0.39375 	 -0.04375 	23.6 	
-13 	 -7 	 1023 	0 	 0 	 89 	-0.14875 	 0.315 	 -1.2425 	23.7 	
-15 	 8 	 1010 	0 	 0 	 89 	0.1575 	 0.48125 	 -0.9975 	23.7 	
-15 	 46 	 1016 	0 	 2 	 87 	-0.14 	 0.805 	 0.06125 	23.7 	
-4 	 31 	 1008 	0 	 1 	 88 	-0.37625 	 0.665 	 1.25125 	23.7 	
3 	 0 	 1021 	0 	 0 	 90 	-0.595 	 0.49 	 1.6975 	23.7 	
24 	 -5 	 1016 	1 	 0 	 88 	-0.21 	 0.525 	 1.0325 	23.7 	
27 	 12 	 1015 	1 	 0 	 88 	-0.49 	 0.4725 	 -2.24875 	23.7 	
-7 	 14 	 1024 	0 	 0 	 90 	-0.69125 	 0.28875 	 -5.5825 	23.7 	
-6 	 19 	 1021 	0 	 1 	 88 	-0.5075 	 0.44625 	 -5.90625 	23.7 	
-5 	 35 	 1008 	0 	 2 	 87 	-0.06125 	 0.48125 	 -5.92375 	23.7 	
-7 	 -3 	 1024 	0 	 0 	 90 	-0.25375 	 0.58625 	 -5.845 	23.7 	
-17 	 16 	 1015 	0 	 0 	 89 	0.09625 	 0.56875 	 -5.32875 	23.7 	
-17 	 5 	 1011 	0 	 0 	 89 	-0.13125 	 0.5775 	 -3.47375 	23.7 	
-4 	 -7 	 1026 	0 	 0 	 90 	-0.13125 	 0.77875 	 -1.95125 	23.7 	
-4 	 24 	 1008 	0 	 1 	 88 	-0.175 	 0.46375 	 -1.8725 	23.6 	
-2 	 11 	 1016 	0 	 0 	 90 	-0.35875 	 0.245 	 -1.25125 	23.6 	
-3 	 17 	 1027 	0 	 0 	 90 	-0.23625 	 0.315 	 -1.6625 	23.6 	
-14 	 29 	 1009 	0 	 1 	 88 	0.07 	 0.70875 	 -1.96875 	23.6 	
-12 	 5 	 1024 	0 	 0 	 89 	0.02625 	 0.8575 	 -1.33 	23.7 	
13 	 1 	 1014 	0 	 0 	 89 	-0.16625 	 0.63 	 -2.58125 	23.7 	
-29 	 30 	 1017 	-1 	 1 	 88 	-0.105 	 0.37625 	 -4.55875 	23.7 	
-37 	 49 	 1014 	-2 	 2 	 87 	-0.21 	 0.53375 	 -3.08875 	23.7 	
-25 	 45 	 1013 	-1 	 2 	 87 	-0.09625 	 0.74375 	 -0.55125 	23.6 	
-3 	 25 	 1024 	0 	 1 	 88 	-0.27125 	 0.49 	 0.6125 	23.6 	
5 	 21 	 1006 	0 	 1 	 88 	-0.385 	 0.5425 	 -0.49875 	23.6 	
-12 	 13 	 1024 	0 	 0 	 89 	-0.315 	 0.6475 	 -1.7675 	23.6 	
-13 	 1 	 1015 	0 	 0 	 89 	-0.09625 	 0.60375 	 -2.24875 	23.6 	
-18 	 -3 	 1018 	-1 	 0 	 88 	-0.0875 	 0.6825 	 -1.995 	23.6 	
-24 	 6 	 1015 	-1 	 0 	 88 	-0.385 	 0.595 	 -1.2075 	23.7 	
-16 	 17 	 1015 	0 	 0 	 89 	-0.315 	 0.56875 	 0.06125 	23.7 	
-14 	 15 	 1020 	0 	 0 	 89 	-0.51625 	 0.49 	 0.875 	23.7 	
-18 	 34 	 1013 	-1 	 1 	 88 	-0.67375 	 0.41125 	 1.33875 	23.7 	
-21 	 26 	 1021 	-1 	 1 	 88 	-0.48125 	 0.56875 	 2.625 	23.7 	
-6 	 7 	 1014 	0 	 0 	 90 	-0.2625 	 0.60375 	 4.2 	23.7 	
11 	 -2 	 1015 	0 	 0 	 89 	-0.30625 	 0.665 	 4.12125 	23.6 	
-12 	 15 	 1014 	0 	 0 	 89 	-0.4375 	 0.53375 	 3.01875 	23.6 	
-23 	 -2 	 1024 	-1 	 0 	 88 	-0.30625 	 0.72625 	 4.27 	23.7 	
3 	 -14 	 1016 	0 	 0 	 90 	-0.5075 	 0.7525 	 4.97 	23.7 	
-6 	 0 	 1018 	0 	 0 	 90 	-0.14 	 0.60375 	 4.36625 	23.7 	
5 	 -6 	 1015 	0 	 0 	 90 	-0.28875 	 0.27125 	 4.22625 	23.7 	
15 	 0 	 1019 	0 	 0 	 89 	-0.0175 	 0.805 	 2.87 	23.7 	
-8 	 6 	 1013 	0 	 0 	 90 	-0.0525 	 0.7525 	 1.155 	23.7 	
-14 	 13 	 1018 	0 	 0 	 89 	-0.21 	 0.51625 	 1.39125 	23.6 	
0 	 -10 	 1021 	0 	 0 	 90 	-0.42 	 0.41125 	 2.0825 	23.6 	
2 	 -12 	 1020 	0 	 0 	 90 	-0.16625 	 0.65625 	 1.085 	23.7 	
-1 	 0 	 1011 	0 	 0 	 90 	-0.28875 	 0.60375 	 0.1925 	23.7 	
-18 	 11 	 1023 	-1 	 0 	 88 	-0.21 	 0.83125 	 0.11375 	23.7 	
-10 	 12 	 1015 	0 	 0 	 89 	-0.2625 	 0.5075 	 0.95375 	23.7 	
0 	 11 	 1015 	0 	 0 	 90 	-0.3675 	 0.455 	 1.4 	23.7 	
-14 	 15 	 1022 	0 	 0 	 89 	-0.14 	 0.72625 	 1.32125 	23.7 	
-11 	 -3 	 1019 	0 	 0 	 89 	-0.32375 	 0.48125 	 2.0125 	23.7 	
-5 	 20 	 1009 	0 	 1 	 88 	-0.34125 	 0.5075 	 2.2925 	23.7 	
-10 	 16 	 1017 	0 	 0 	 89 	-0.35 	 0.49 	 2.2575 	23.7 	
-7 	 12 	 1013 	0 	 0 	 90 	-0.27125 	 0.56 	 2.3275 	23.7 	
12 	 3 	 1023 	0 	 0 	 89 	-0.455 	 0.5425 	 1.82 	23.7 	
-2 	 3 	 1015 	0 	 0 	 90 	-0.28875 	 0.60375 	 0.2625 	23.7 	
-9 	 6 	 1023 	0 	 0 	 89 	-0.30625 	 0.48125 	 -0.04375 	23.7 	
-3 	 26 	 1015 	0 	 1 	 88 	-0.2975 	 0.63 	 -0.1575 	23.7 	
6 	 22 	 1014 	0 	 1 	 88 	-0.14875 	 0.53375 	 -0.65625 	23.7 	
-17 	 9 	 1023 	-1 	 0 	 88 	-0.5075 	 0.2975 	 -1.855 	23.7 	
-10 	 25 	 1014 	0 	 1 	 88 	-0.21 	 0.44625 	 -1.40875 	23.7 	
-9 	 15 	 1013 	0 	 0 	 89 	-0.39375 	 0.48125 	 -1.00625 	23.7 	
-19 	 0 	 1023 	-1 	 0 	 88 	-0.3325 	 0.525 	 -0.69125 	23.7 	
-14 	 0 	 1020 	0 	 0 	 89 	-0.23625 	 0.28875 	 0.0875 	23.7 	
-6 	 -4 	 1011 	0 	 0 	 90 	-0.0875 	 0.79625 	 0.7 	23.7 	
-10 	 -4 	 1022 	0 	 0 	 89 	0.13125 	 0.74375 	 0.8225 	23.7 	
-14 	 14 	 1011 	0 	 0 	 89 	-0.07875 	 0.42 	 0.77 	23.7 	
-14 	 22 	 1019 	0 	 1 	 88 	-0.27125 	 0.62125 	 1.25125 	23.7 	
-14 	 7 	 1022 	0 	 0 	 89 	-0.21 	 0.62125 	 1.84625 	23.7 	
-11 	 4 	 1018 	0 	 0 	 89 	0.02625 	 0.67375 	 2.49375 	23.7 	
-10 	 25 	 1011 	0 	 1 	 88 	-0.0525 	 0.48125 	 2.9575 	23.7 	
0 	 26 	 1019 	0 	 1 	 88 	-0.09625 	 0.3675 	 3.01875 	23.7 	
3 	 20 	 1010 	0 	 1 	 88 	-0.02625 	 0.56 	 1.9425 	23.7 	
12 	 -15 	 1020 	0 	 0 	 89 	-0.1575 	 0.60375 	 1.00625 	23.7 	
0 	 3 	 1012 	0 	 0 	 90 	-0.02625 	 0.63 	 -0.95375 	23.7 	
-23 	 0 	 1021 	-1 	 0 	 88 	-0.07875 	 0.4025 	 -1.89 	23.7 	
-28 	 3 	 1018 	-1 	 0 	 88 	-0.11375 	 0.56875 	 -0.55125 	23.7 	
-29 	 9 	 1014 	-1 	 0 	 88 	-0.16625 	 0.60375 	 1.37375 	23.7 	
-18 	 3 	 1021 	-1 	 0 	 88 	-0.035 	 0.525 	 3.0275 	23.7 	
-4 	 2 	 1014 	0 	 0 	 90 	0 	 0.60375 	 3.17625 	23.7 	
-7 	 20 	 1023 	0 	 1 	 88 	0.14 	 0.60375 	 2.3625 	23.7 	
4 	 28 	 1012 	0 	 1 	 88 	0.06125 	 0.5425 	 1.26875 	23.7 	
1 	 44 	 1007 	0 	 2 	 87 	-0.09625 	 0.74375 	 -0.58625 	23.7 	
-12 	 24 	 1024 	0 	 1 	 88 	-0.2275 	 0.76125 	 -2.0825 	23.7 	
-13 	 12 	 1021 	0 	 0 	 89 	0 	 0.49 	 -2.54625 	23.7 	
-17 	 9 	 1007 	-1 	 0 	 88 	0.0525 	 0.4375 	 -2.91375 	23.7 	
-34 	 4 	 1020 	-1 	 0 	 88 	0.07 	 0.525 	 -1.96 	23.7 	
-24 	 9 	 1014 	-1 	 0 	 88 	-0.09625 	 0.7 	 0.455 	23.7 	
-2 	 19 	 1020 	0 	 1 	 88 	-0.1225 	 0.77875 	 2.0125 	23.7 	
-2 	 24 	 1019 	0 	 1 	 88 	-0.0525 	 0.63 	 1.3825 	23.7 	
0 	 11 	 1015 	0 	 0 	 90 	-0.16625 	 0.53375 	 0.7525 	23.7 	
-10 	 14 	 1019 	0 	 0 	 89 	0.175 	 0.77 	 0.2975 	23.7 	
-5 	 29 	 1014 	0 	 1 	 88 	0.175 	 1.0325 	 0.4375 	23.6 	
-12 	 35 	 1016 	0 	 2 	 87 	-0.0875 	 0.7875 	 0.735 	23.6 	
-9 	 30 	 1016 	0 	 1 	 88 	-0.63 	 0.735 	 1.21625 	23.6 	
-11 	 27 	 1017 	0 	 1 	 88 	-0.945 	 0.6125 	 1.4875 	23.6 	
-11 	 12 	 1011 	0 	 0 	 89 	-0.5425 	 0.69125 	 1.8725 	23.7 	
-11 	 16 	 1019 	0 	 0 	 89 	-0.665 	 0.83125 	 2.58125 	23.7 	
-10 	 30 	 1012 	0 	 1 	 88 	-0.9975 	 0.81375 	 3.08875 	23.6 	
1 	 30 	 1021 	0 	 1 	 88 	-0.63875 	 0.77875 	 3.52625 	23.6 	
9 	 0 	 1022 	0 	 0 	 89 	-0.55125 	 0.77 	 3.31625 	23.7 	
9 	 1 	 1011 	0 	 0 	 89 	-0.8925 	 0.8925 	 1.9075 	23.7 	
7 	 21 	 1021 	0 	 1 	 88 	-1.0325 	 0.74375 	 0.70875 	23.7 	
-2 	 43 	 1004 	0 	 2 	 87 	-0.76125 	 0.6125 	 0.14875 	23.7 	
10 	 25 	 1034 	0 	 1 	 88 	-0.42875 	 0.665 	 -0.4375 	23.7 	
1 	 21 	 1004 	0 	 1 	 88 	-0.39375 	 0.735 	 -2.49375 	23.7 	
-3 	 19 	 1015 	0 	 1 	 88 	-0.63875 	 0.62125 	 -3.29 	23.7 	
-17 	 -5 	 1031 	0 	 0 	 89 	-0.105 	 0.63 	 -3.29875 	23.7 	
-16 	 3 	 1016 	0 	 0 	 89 	-0.02625 	 0.5425 	 -3.0625 	23.7 	
-14 	 -3 	 1016 	0 	 0 	 89 	-0.79625 	 0.44625 	 -1.63625 	23.7 	
-3 	 6 	 1013 	0 	 0 	 90 	-0.525 	 0.4725 	 -0.65625 	23.6 	
4 	 17 	 1017 	0 	 0 	 90 	-0.14 	 0.4725 	 -0.88375 	23.6 	
3 	 9 	 1029 	0 	 0 	 90 	0.09625 	 0.72625 	 -2.52 	23.7 	
-25 	 8 	 1001 	-1 	 0 	 88 	-0.1925 	 0.56 	 -3.22875 	23.7 	
-7 	 -5 	 1029 	0 	 0 	 90 	-0.55125 	 0.42875 	 -2.31 	23.7 	
-17 	 15 	 1006 	0 	 0 	 89 	-0.3325 	 0.3675 	 -2.44125 	23.7 	
-29 	 9 	 1025 	-1 	 0 	 88 	0.2275 	 0.8225 	 -1.46125 	23.7 	
-32 	 10 	 1006 	-1 	 0 	 88 	-0.02625 	 0.91 	 0.665 	23.7 	
-23 	 -4 	 1031 	-1 	 0 	 88 	-0.39375 	 0.53375 	 2.9225 	23.7 	
6 	 11 	 1012 	0 	 0 	 90 	-0.00875 	 0.6125 	 3.82375 	23.7 	
0 	 4 	 1011 	0 	 0 	 90 	0.175 	 0.69125 	 1.81125 	23.7 	
-1 	 -1 	 1014 	0 	 0 	 90 	-0.14 	 0.72625 	 -0.06125 	23.7 	
-23 	 -27 	 1028 	-1 	 -1 	 88 	-0.44625 	 0.48125 	 -1.05 	23.7 	
-30 	 -23 	 1013 	-1 	 -1 	 88 	-0.53375 	 0.5775 	 -0.41125 	23.7 	
-24 	 -39 	 1030 	-1 	 -2 	 87 	-0.3325 	 0.735 	 1.93375 	23.7 	
3 	 -4 	 1011 	0 	 0 	 90 	0.0875 	 0.56 	 2.2225 	23.7 	
-17 	 -7 	 1016 	0 	 0 	 89 	-0.42875 	 0.28 	 1.47 	23.7 	
-7 	 -14 	 1016 	0 	 0 	 90 	-0.16625 	 0.65625 	 2.14375 	23.7 	
1 	 -2 	 1017 	0 	 0 	 90 	-0.2975 	 0.315 	 1.96 	23.6 	
-8 	 6 	 1016 	0 	 0 	 90 	-0.34125 	 0.62125 	 1.33 	23.6 	
-27 	 15 	 1015 	-1 	 0 	 88 	-0.27125 	 0.58625 	 2.0475 	23.7 	
-28 	 12 	 1017 	-1 	 0 	 88 	-0.4725 	 0.49 	 4.27 	23.7 	
-32 	 14 	 1015 	-1 	 0 	 88 	-0.42875 	 0.53375 	 6.74625 	23.7 	
-21 	 2 	 1022 	-1 	 0 	 88 	-0.37625 	 0.69125 	 9.35375 	23.7 	
-9 	 16 	 1011 	0 	 0 	 89 	-0.0875 	 1.0325 	 10.5263 	23.6 	
4 	 0 	 1026 	0 	 0 	 90 	-0.28875 	 0.63875 	 9.7825 	23.6 	
17 	 7 	 1016 	0 	 0 	 89 	-0.0875 	 0.42875 	 7.63 	23.7 	
20 	 28 	 1012 	1 	 1 	 88 	-0.04375 	 0.5075 	 4.6375 	23.7 	
3 	 21 	 1017 	0 	 1 	 88 	-0.1575 	 0.595 	 1.49625 	23.7 	
-21 	 16 	 1017 	-1 	 0 	 88 	-0.34125 	 0.665 	 0.14 	23.7 	
-24 	 29 	 1020 	-1 	 1 	 88 	-0.21 	 0.62125 	 1.54 	23.7 	
-11 	 42 	 1017 	0 	 2 	 87 	-0.0175 	 0.53375 	 2.975 	23.7 	
-22 	 41 	 1017 	-1 	 2 	 87 	-0.11375 	 0.3675 	 3.185 	23.6 	
13 	 0 	 1019 	0 	 0 	 89 	-0.07 	 0.455 	 3.99 	23.6 	
41 	 11 	 1017 	2 	 0 	 87 	-0.07 	 0.49875 	 0.23625 	23.7 	
9 	 30 	 1013 	0 	 1 	 88 	0.35 	 0.76125 	 -5.41625 	23.7 	
-12 	 41 	 1012 	0 	 2 	 87 	-0.44625 	 0.245 	 -8.09375 	23.6 	
-27 	 29 	 1021 	-1 	 1 	 88 	-0.35875 	 0.3675 	 -7.4725 	23.6 	
-19 	 21 	 1018 	-1 	 1 	 88 	-0.1925 	 0.4725 	 -5.90625 	23.7 	
-17 	 13 	 1018 	0 	 0 	 89 	-0.175 	 0.49 	 -5.0225 	23.7 	
-8 	 11 	 1008 	0 	 0 	 90 	-0.30625 	 0.4025 	 -4.34875 	23.7 	
1 	 12 	 1022 	0 	 0 	 90 	-0.175 	 0.30625 	 -4.4625 	23.7 	
5 	 10 	 1019 	0 	 0 	 90 	-0.37625 	 0.39375 	 -5.95875 	23.6 	
-9 	 19 	 1019 	0 	 1 	 88 	-0.21 	 0.4725 	 -7.4025 	23.6 	
-18 	 -2 	 1013 	-1 	 0 	 88 	-0.28 	 0.51625 	 -6.92125 	23.7 	
-14 	 5 	 1017 	0 	 0 	 89 	-0.2975 	 0.35 	 -5.99375 	23.7 	
-17 	 5 	 1025 	0 	 0 	 89 	-0.2275 	 0.41125 	 -5.1975 	23.7 	
-18 	 20 	 1011 	-1 	 1 	 88 	-0.11375 	 0.56 	 -4.4275 	23.7 	
-22 	 23 	 1017 	-1 	 1 	 88 	-0.21 	 0.6125 	 -3.05375 	23.6 	
-24 	 25 	 1015 	-1 	 1 	 88 	-0.25375 	 0.6475 	 -1.49625 	23.6 	
-12 	 4 	 1011 	0 	 0 	 89 	-0.2275 	 0.70875 	 -0.1225 	23.7 	
0 	 -8 	 1028 	0 	 0 	 90 	-0.2275 	 0.55125 	 -0.07875 	23.7 	
-1 	 0 	 1013 	0 	 0 	 90 	0.04375 	 0.595 	 -0.84875 	23.7 	
-3 	 -10 	 1022 	0 	 0 	 90 	-0.14 	 0.56 	 -1.49625 	23.7 	
0 	 14 	 1014 	0 	 0 	 90 	-0.0175 	 0.56875 	 -2.10875 	23.7 	
-10 	 17 	 1015 	0 	 0 	 89 	0.035 	 0.77875 	 -2.31 	23.7 	
-13 	 21 	 1015 	0 	 1 	 88 	-0.42875 	 0.6825 	 -2.03 	23.7 	
-6 	 35 	 1022 	0 	 1 	 88 	0 	 0.46375 	 -1.63625 	23.7 	
-6 	 11 	 1015 	0 	 0 	 90 	-0.11375 	 0.0875 	 -1.67125 	23.7 	
-5 	 35 	 1022 	0 	 1 	 88 	-0.00875 	 0.63 	 -2.09125 	23.7 	
-6 	 36 	 1006 	0 	 2 	 87 	-0.0175 	 0.58625 	 -2.555 	23.7 	
-5 	 31 	 1019 	0 	 1 	 88 	-0.23625 	 0.30625 	 -2.6425 	23.7 	
-8 	 20 	 1022 	0 	 1 	 88 	-0.41125 	 0.14875 	 -2.8875 	23.7 	
-2 	 27 	 1020 	0 	 1 	 88 	-0.3675 	 0.42875 	 -3.01875 	23.7 	
-2 	 12 	 1012 	0 	 0 	 90 	-0.11375 	 0.0175 	 -3.73625 	23.7 	
7 	 26 	 1020 	0 	 1 	 88 	-0.1575 	 0.28 	 -4.9875 	23.7 	
-12 	 15 	 1019 	0 	 0 	 89 	-0.2625 	 0.20125 	 -6.6325 	23.7 	
-15 	 32 	 1012 	0 	 1 	 88 	0 	 0.3325 	 -7.105 	23.7 	
-16 	 33 	 1007 	0 	 1 	 88 	-0.62125 	 0.9975 	 -7.07 	23.7 	
-9 	 15 	 1034 	0 	 0 	 89 	-0.56 	 0.81375 	 -7.21 	23.7 	
-14 	 29 	 1009 	0 	 1 	 88 	0.13125 	 -0.23625 	 -7.6825 	23.6 	
-28 	 19 	 1022 	-1 	 1 	 88 	0 	 -0.11375 	 -6.78125 	23.6 	
-26 	 17 	 1010 	-1 	 0 	 88 	0.3675 	 0.18375 	 -5.25875 	23.7 	
-19 	 24 	 1021 	-1 	 1 	 88 	-0.39375 	 -0.02625 	 -3.78 	23.7 	
-18 	 16 	 1017 	-1 	 0 	 88 	-0.04375 	 0.49875 	 -2.7475 	23.7 	
-17 	 29 	 1013 	0 	 1 	 88 	-0.21875 	 0.27125 	 -2.24 	23.7 	
-15 	 38 	 1005 	0 	 2 	 87 	0.28875 	 0.665 	 -1.86375 	23.7 	
-6 	 0 	 1033 	0 	 0 	 90 	-0.62125 	 0.27125 	 -1.46125 	23.7 	
-15 	 8 	 1014 	0 	 0 	 89 	0.35875 	 0.4025 	 -1.42625 	23.7 	
-16 	 29 	 1018 	0 	 1 	 88 	-0.035 	 0.455 	 -0.34125 	23.7 	
-5 	 30 	 1020 	0 	 1 	 88 	-0.595 	 0.2625 	 0.4725 	23.7 	
-5 	 39 	 1019 	0 	 2 	 87 	0.1925 	 0.5075 	 0.28875 	23.7 	
0 	 9 	 1006 	0 	 0 	 90 	-0.0875 	 0.42875 	 -0.67375 	23.7 	
