STEVAL-MKI196V1 (LSM6DSO)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	A_X [deg] 	 A_Y [deg] 	 A_Z [deg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	TEMP [C] 	
19 	 -4 	 1015 	1 	 0 	 88 	-0.00875 	 0.63 	 -9.45 	23.7 	
17 	 5 	 1018 	0 	 0 	 89 	-0.44625 	 0.32375 	 -13.1863 	23.7 	
-15 	 11 	 1019 	0 	 0 	 89 	-0.385 	 0.27125 	 -15.1288 	23.7 	
-24 	 28 	 1012 	-1 	 1 	 88 	-0.02625 	 0.0525 	 -14.4988 	23.7 	
6 	 23 	 1022 	0 	 1 	 88 	-0.69125 	 -0.42875 	 -13.4575 	23.7 	
-9 	 20 	 1001 	0 	 1 	 88 	0.98 	 1.155 	 -13.93 	23.7 	
12 	 -21 	 1052 	0 	 -1 	 88 	-1.085 	 -0.105 	 -14.8313 	23.7 	
-15 	 -8 	 995 	0 	 0 	 89 	1.14625 	 0.875 	 -16.2838 	23.7 	
-28 	 -37 	 1020 	-1 	 -2 	 87 	-0.455 	 -0.07 	 -16.1088 	23.7 	
-35 	 -46 	 1021 	-1 	 -2 	 87 	-0.11375 	 0.28875 	 -14.63 	23.7 	
-46 	 -17 	 1017 	-2 	 0 	 87 	0.315 	 0.74375 	 -12.1275 	23.7 	
-53 	 -12 	 1021 	-2 	 0 	 87 	-0.21875 	 0.41125 	 -7.95375 	23.7 	
-47 	 23 	 1012 	-2 	 1 	 87 	-0.1225 	 0.41125 	 -2.52875 	23.7 	
-18 	 6 	 1023 	-1 	 0 	 88 	-0.42875 	 0.20125 	 2.7825 	23.7 	
9 	 7 	 1007 	0 	 0 	 89 	0.3325 	 0.97125 	 4.48 	23.7 	
18 	 5 	 1021 	1 	 0 	 88 	-0.21875 	 0.665 	 2.9925 	23.7 	
14 	 18 	 1014 	0 	 1 	 88 	-0.32375 	 0.28875 	 0.83125 	23.7 	
3 	 -5 	 1023 	0 	 0 	 90 	-0.6125 	 -0.04375 	 -0.74375 	23.7 	
-3 	 4 	 1017 	0 	 0 	 90 	0.55125 	 1.0675 	 -1.19 	23.7 	
20 	 4 	 989 	1 	 0 	 88 	0.04375 	 1.085 	 -1.8025 	23.7 	
0 	 -11 	 1071 	0 	 0 	 90 	-0.4725 	 1.70625 	 -3.395 	23.7 	
8 	 10 	 996 	0 	 0 	 90 	0.84875 	 -0.86625 	 -5.565 	23.7 	
-5 	 12 	 1015 	0 	 0 	 90 	0.06125 	 0.30625 	 -6.895 	23.7 	
-20 	 22 	 1008 	-1 	 1 	 88 	-0.04375 	 0.2275 	 -6.8425 	23.7 	
-25 	 35 	 1022 	-1 	 1 	 88 	-0.455 	 0.42875 	 -5.005 	23.7 	
-16 	 34 	 1014 	0 	 1 	 88 	0.09625 	 0.7875 	 -2.05625 	23.7 	
-4 	 6 	 1022 	0 	 0 	 90 	-0.28875 	 0.6475 	 -0.46375 	23.7 	
9 	 42 	 1015 	0 	 2 	 87 	-0.105 	 0.28 	 -1.225 	23.7 	
11 	 27 	 1013 	0 	 1 	 88 	-0.0525 	 0.18375 	 -2.31 	23.7 	
13 	 22 	 1018 	0 	 1 	 88 	-0.035 	 0.30625 	 -3.92875 	23.7 	
6 	 30 	 1016 	0 	 1 	 88 	-0.0875 	 0.56 	 -5.53 	23.7 	
-4 	 27 	 1023 	0 	 1 	 88 	-0.07875 	 0.16625 	 -6.545 	23.7 	
-13 	 17 	 1014 	0 	 0 	 89 	-0.16625 	 0.4025 	 -6.5275 	23.7 	
-18 	 13 	 1017 	-1 	 0 	 88 	-0.2625 	 0.34125 	 -5.74875 	23.7 	
-16 	 2 	 1021 	0 	 0 	 89 	-0.28 	 0.28 	 -5.2675 	23.7 	
-7 	 16 	 1014 	0 	 0 	 90 	-0.04375 	 0.3675 	 -4.73375 	23.7 	
-6 	 10 	 1015 	0 	 0 	 90 	-0.1225 	 0.53375 	 -4.36625 	23.7 	
3 	 8 	 1027 	0 	 0 	 90 	-0.09625 	 0.58625 	 -4.48 	23.7 	
-6 	 22 	 1018 	0 	 1 	 88 	-0.11375 	 0.16625 	 -5.67 	23.7 	
-12 	 16 	 1014 	0 	 0 	 89 	-0.42875 	 0.1225 	 -6.0025 	23.7 	
-13 	 22 	 1011 	0 	 1 	 88 	-0.49 	 -0.2625 	 -5.74875 	23.7 	
-30 	 28 	 1019 	-1 	 1 	 88 	0.3325 	 0.70875 	 -4.54125 	23.7 	
-15 	 13 	 1020 	0 	 0 	 89 	-0.02625 	 0.48125 	 -3.47375 	23.7 	
-3 	 17 	 1018 	0 	 0 	 90 	-0.035 	 0.63875 	 -3.03625 	23.7 	
-5 	 -2 	 1025 	0 	 0 	 90 	-0.37625 	 0.09625 	 -3.99 	23.7 	
-16 	 7 	 1012 	0 	 0 	 89 	-0.27125 	 0.42875 	 -4.4975 	23.7 	
-24 	 13 	 1007 	-1 	 0 	 88 	0 	 0.735 	 -4.235 	23.7 	
-21 	 9 	 1020 	-1 	 0 	 88 	-0.56875 	 0.5775 	 -2.6775 	23.7 	
1 	 6 	 1018 	0 	 0 	 90 	-0.56875 	 -0.245 	 -1.82875 	23.7 	
-14 	 9 	 1022 	0 	 0 	 89 	-0.21875 	 0.1225 	 -1.3475 	23.7 	
-2 	 3 	 1015 	0 	 0 	 90 	0.21 	 0.72625 	 -0.00875 	23.7 	
0 	 -5 	 1019 	0 	 0 	 90 	-0.42 	 0.315 	 -0.525 	23.7 	
-7 	 14 	 1013 	0 	 0 	 90 	-0.0175 	 0.49 	 -1.09375 	23.7 	
-10 	 13 	 1016 	0 	 0 	 89 	-0.385 	 0.34125 	 -1.2075 	23.7 	
-11 	 20 	 1014 	0 	 1 	 88 	0.0175 	 0.84875 	 -1.00625 	23.7 	
-19 	 17 	 1025 	-1 	 0 	 88 	-0.27125 	 0.6475 	 -1.18125 	23.7 	
-21 	 3 	 1025 	-1 	 0 	 88 	-0.35875 	 0.42875 	 -0.6825 	23.7 	
-16 	 34 	 999 	0 	 1 	 88 	-0.1925 	 -0.16625 	 -0.1575 	23.7 	
-13 	 0 	 1019 	0 	 0 	 89 	-0.9975 	 0.4375 	 1.05875 	23.7 	
-11 	 35 	 1017 	0 	 1 	 88 	0.21875 	 0.70875 	 1.60125 	23.7 	
-15 	 -4 	 1036 	0 	 0 	 89 	-0.62125 	 0.60375 	 2.1 	23.7 	
26 	 9 	 927 	1 	 0 	 88 	-0.1575 	 0.5075 	 2.21375 	23.7 	
-23 	 21 	 910 	-1 	 1 	 88 	0.3325 	 0.06125 	 0.39375 	23.7 	
-19 	 12 	 1029 	-1 	 0 	 88 	-0.60375 	 0.5775 	 0.25375 	23.7 	
-7 	 23 	 1008 	0 	 1 	 88 	-0.30625 	 0.14 	 1.1375 	23.7 	
-8 	 22 	 1024 	0 	 1 	 88 	-0.09625 	 0.79625 	 1.925 	23.7 	
5 	 21 	 1016 	0 	 1 	 88 	-0.28 	 0.60375 	 1.61875 	23.7 	
0 	 23 	 1014 	0 	 1 	 88 	-0.11375 	 0.3325 	 0.18375 	23.7 	
-11 	 18 	 1012 	0 	 1 	 88 	-0.00875 	 0.65625 	 -0.69125 	23.7 	
-6 	 24 	 1012 	0 	 1 	 88 	-0.00875 	 0.98875 	 -0.67375 	23.7 	
-14 	 -12 	 1017 	0 	 0 	 89 	-0.55125 	 0.49 	 -1.23375 	23.7 	
2 	 26 	 852 	0 	 1 	 88 	-0.07 	 -0.00875 	 -2.28375 	23.7 	
0 	 22 	 1014 	0 	 1 	 88 	-0.07875 	 0.595 	 -2.275 	23.7 	
-5 	 23 	 1027 	0 	 1 	 88 	0.55125 	 0.945 	 -1.84625 	23.7 	
9 	 -2 	 1004 	0 	 0 	 89 	0.5425 	 0.44625 	 -2.12625 	23.7 	
-5 	 4 	 1027 	0 	 0 	 90 	-0.035 	 0.69125 	 -2.58125 	23.7 	
11 	 14 	 1019 	0 	 0 	 89 	0.07875 	 0.6475 	 -2.45875 	23.7 	
2 	 13 	 1012 	0 	 0 	 90 	0.35875 	 0.84 	 -3.15 	23.7 	
-6 	 20 	 1019 	0 	 1 	 88 	-0.11375 	 0.62125 	 -3.36875 	23.7 	
-5 	 2 	 1028 	0 	 0 	 90 	0.1225 	 1.04125 	 -3.045 	23.7 	
-7 	 23 	 1004 	0 	 1 	 88 	0.5075 	 0.595 	 -3.66625 	23.7 	
-14 	 4 	 1021 	0 	 0 	 89 	-0.27125 	 0.2975 	 -4.585 	23.7 	
-28 	 28 	 1015 	-1 	 1 	 88 	0.0525 	 0.455 	 -5.11875 	23.7 	
-14 	 14 	 1016 	0 	 0 	 89 	-0.28875 	 0.1925 	 -4.375 	23.7 	
-14 	 25 	 1024 	0 	 1 	 88 	0.07875 	 0.455 	 -4.82125 	23.7 	
-8 	 55 	 1009 	0 	 3 	 86 	0.20125 	 0.35875 	 -4.69 	23.7 	
-2 	 53 	 1011 	0 	 3 	 86 	0.1575 	 0.28 	 -3.7625 	23.7 	
-9 	 35 	 1033 	0 	 1 	 88 	-0.25375 	 0.3325 	 -2.58125 	23.7 	
4 	 43 	 1010 	0 	 2 	 87 	0.21 	 0.21875 	 -2.31 	23.7 	
0 	 42 	 1005 	0 	 2 	 87 	0.07875 	 0.60375 	 -2.84375 	23.7 	
0 	 12 	 1029 	0 	 0 	 90 	-0.175 	 0.21 	 -3.955 	23.7 	
-5 	 14 	 1023 	0 	 0 	 90 	0.21875 	 0.23625 	 -5.87125 	23.7 	
-6 	 26 	 1010 	0 	 1 	 88 	0.28875 	 0.5075 	 -7.23625 	23.7 	
-5 	 35 	 1011 	0 	 2 	 87 	-0.23625 	 0.35875 	 -7.6825 	23.7 	
-3 	 8 	 1017 	0 	 0 	 90 	0.2975 	 0.42 	 -7.84 	23.7 	
-7 	 12 	 1021 	0 	 0 	 90 	0.09625 	 0.49875 	 -9.17 	23.7 	
-16 	 7 	 1017 	0 	 0 	 89 	-0.14 	 0.245 	 -9.8525 	23.7 	
-14 	 -5 	 1038 	0 	 0 	 89 	-0.27125 	 -0.11375 	 -10.0188 	23.7 	
-11 	 16 	 1000 	0 	 0 	 89 	1.02375 	 1.09375 	 -8.91625 	23.7 	
-22 	 5 	 1011 	-1 	 0 	 88 	0.0875 	 0.6125 	 -8.79375 	23.7 	
-26 	 0 	 1026 	-1 	 0 	 88 	-0.06125 	 0.735 	 -7.9625 	23.7 	
-29 	 11 	 1013 	-1 	 0 	 88 	0.105 	 0.6825 	 -6.16875 	23.7 	
-33 	 11 	 1033 	-1 	 0 	 88 	0.07 	 0.76125 	 -3.54375 	23.7 	
-15 	 11 	 1007 	0 	 0 	 89 	0.76125 	 0.77875 	 -1.505 	23.7 	
7 	 11 	 1011 	0 	 0 	 90 	0 	 0.5775 	 -1.00625 	23.7 	
8 	 6 	 1022 	0 	 0 	 90 	-0.39375 	 0.3675 	 -2.52875 	23.7 	
14 	 3 	 1018 	0 	 0 	 89 	-0.3325 	 0.30625 	 -4.71625 	23.7 	
5 	 9 	 1009 	0 	 0 	 90 	0.105 	 0.42875 	 -6.79875 	23.7 	
-4 	 29 	 1018 	0 	 1 	 88 	-0.30625 	 -0.25375 	 -8.295 	23.7 	
-16 	 3 	 1025 	0 	 0 	 89 	0.49 	 0.4725 	 -7.93625 	23.7 	
2 	 -14 	 1034 	0 	 0 	 90 	-0.53375 	 -0.09625 	 -7.20125 	23.7 	
-14 	 19 	 995 	0 	 1 	 88 	0.98875 	 0.8225 	 -7.6475 	23.7 	
-18 	 9 	 1019 	-1 	 0 	 88 	-0.21 	 0.315 	 -6.23875 	23.7 	
-3 	 9 	 1028 	0 	 0 	 90 	0.23625 	 0.76125 	 -4.165 	23.7 	
1 	 6 	 1009 	0 	 0 	 90 	0.28 	 0 	 -4.0775 	23.7 	
-9 	 24 	 1016 	0 	 1 	 88 	-0.035 	 0.28875 	 -3.87625 	23.7 	
-14 	 36 	 1014 	0 	 2 	 87 	-0.16625 	 0.2625 	 -2.8875 	23.7 	
-2 	 -3 	 1030 	0 	 0 	 90 	-0.56 	 0.16625 	 -1.93375 	23.7 	
-11 	 27 	 1004 	0 	 1 	 88 	0.88375 	 0.97125 	 -2.8175 	23.7 	
3 	 4 	 1019 	0 	 0 	 90 	0.41125 	 0.58625 	 -3.15875 	23.7 	
10 	 -24 	 1033 	0 	 -1 	 88 	-0.2275 	 0.175 	 -5.41625 	23.7 	
-4 	 53 	 1009 	0 	 3 	 86 	0.79625 	 0.7175 	 -7.63 	23.7 	
2 	 38 	 1012 	0 	 2 	 87 	0.16625 	 0.46375 	 -6.7375 	23.7 	
13 	 13 	 1017 	0 	 0 	 89 	0.37625 	 0.42 	 -6.64125 	23.7 	
9 	 16 	 1018 	0 	 0 	 89 	0.14 	 0.3325 	 -8.855 	23.7 	
-7 	 26 	 1018 	0 	 1 	 88 	0.11375 	 0.65625 	 -10.535 	23.7 	
-15 	 42 	 1019 	0 	 2 	 87 	-0.0525 	 0.13125 	 -9.86125 	23.7 	
-12 	 30 	 1018 	0 	 1 	 88 	-0.4725 	 -0.1225 	 -7.30625 	23.7 	
-38 	 52 	 1017 	-2 	 2 	 87 	0.4375 	 1.155 	 -4.2875 	23.7 	
-17 	 42 	 1009 	0 	 2 	 87 	0.21875 	 0.63 	 -0.315 	23.7 	
0 	 19 	 1015 	0 	 1 	 88 	0.20125 	 0.42 	 1.81125 	23.7 	
26 	 -26 	 1062 	1 	 -1 	 88 	-0.76125 	 -0.04375 	 -0.20125 	23.7 	
-10 	 31 	 980 	0 	 1 	 88 	1.54875 	 0.875 	 -2.91375 	23.7 	
0 	 22 	 1003 	0 	 1 	 88 	0.76125 	 1.30375 	 -3.185 	23.7 	
2 	 0 	 1038 	0 	 0 	 90 	-0.6125 	 0.525 	 -4.7775 	23.7 	
-1 	 12 	 1020 	0 	 0 	 90 	0.23625 	 0.39375 	 -5.34625 	23.7 	
-17 	 35 	 996 	-1 	 2 	 87 	1.09375 	 0.91875 	 -5.53875 	23.7 	
-9 	 -3 	 1036 	0 	 0 	 89 	-0.6125 	 0.27125 	 -4.55875 	23.7 	
-9 	 23 	 1019 	0 	 1 	 88 	0.14 	 0.09625 	 -3.91125 	23.7 	
-9 	 41 	 1006 	0 	 2 	 87 	0.18375 	 0.41125 	 -2.24875 	23.7 	
-8 	 18 	 1016 	0 	 1 	 88 	0.37625 	 0.8575 	 -0.97125 	23.7 	
-2 	 11 	 1023 	0 	 0 	 90 	-0.21 	 0.16625 	 -0.51625 	23.7 	
-9 	 0 	 1023 	0 	 0 	 89 	0.25375 	 0.48125 	 -0.65625 	23.7 	
-13 	 13 	 1019 	0 	 0 	 89 	0.0875 	 0.35875 	 -1.18125 	23.7 	
-4 	 26 	 1002 	0 	 1 	 88 	0.67375 	 0.97125 	 -0.5775 	23.7 	
0 	 4 	 1019 	0 	 0 	 90 	-0.00875 	 0.6475 	 -1.155 	23.7 	
2 	 -7 	 1022 	0 	 0 	 90 	-0.1925 	 0.455 	 -2.66875 	23.7 	
0 	 -11 	 1018 	0 	 0 	 90 	0.39375 	 0.385 	 -5.2675 	23.7 	
-11 	 14 	 1023 	0 	 0 	 89 	0.4025 	 0.84 	 -7.1225 	23.7 	
-18 	 27 	 1006 	-1 	 1 	 88 	0.76125 	 0.74375 	 -6.97375 	23.7 	
-12 	 26 	 1013 	0 	 1 	 88 	0.13125 	 -0.0525 	 -5.6525 	23.7 	
-9 	 23 	 1028 	0 	 1 	 88 	-0.175 	 0.455 	 -3.8675 	23.7 	
-11 	 14 	 1022 	0 	 0 	 89 	0.07875 	 0.6125 	 -2.87875 	23.7 	
-15 	 -4 	 1038 	0 	 0 	 89 	-1.39125 	 -0.93625 	 -2.31 	23.7 	
-7 	 65 	 969 	0 	 3 	 86 	1.47875 	 1.60125 	 -1.2775 	23.7 	
0 	 24 	 1041 	0 	 1 	 88 	-0.8575 	 0.67375 	 -1.47875 	23.7 	
2 	 16 	 1021 	0 	 0 	 90 	0.07875 	 0.6125 	 -2.03 	23.7 	
1 	 19 	 1010 	0 	 1 	 88 	0.32375 	 0.41125 	 -3.36875 	23.7 	
-5 	 23 	 1005 	0 	 1 	 88 	-0.0875 	 0.6475 	 -5.11 	23.7 	
-8 	 7 	 1033 	0 	 0 	 90 	-0.385 	 0.9275 	 -5.53 	23.7 	
-15 	 18 	 1017 	0 	 1 	 88 	0.1575 	 -0.56875 	 -6.4575 	23.7 	
-7 	 21 	 1010 	0 	 1 	 88 	0.525 	 0.67375 	 -6.3175 	23.7 	
-20 	 23 	 1017 	-1 	 1 	 88 	0.09625 	 0.37625 	 -6.195 	23.7 	
-20 	 35 	 1013 	-1 	 1 	 88 	0.11375 	 0.4725 	 -4.305 	23.7 	
-14 	 17 	 1028 	0 	 0 	 89 	-0.53375 	 0.4375 	 -1.96 	23.7 	
-8 	 22 	 1015 	0 	 1 	 88 	0.175 	 0.8925 	 -0.84 	23.7 	
-12 	 21 	 1010 	0 	 1 	 88 	0.4025 	 0.6475 	 -1.2425 	23.7 	
-22 	 14 	 1026 	-1 	 0 	 88 	-0.5775 	 0.14 	 -1.21625 	23.7 	
-22 	 24 	 1019 	-1 	 1 	 88 	0.70875 	 1.00625 	 0.105 	23.7 	
-5 	 10 	 1020 	0 	 0 	 90 	0.07875 	 0.21875 	 0.6475 	23.7 	
-8 	 18 	 1011 	0 	 1 	 88 	0.3325 	 0.6825 	 0.21875 	23.7 	
-31 	 26 	 967 	-1 	 1 	 88 	-0.805 	 1.84625 	 0.0875 	23.7 	
16 	 38 	 834 	1 	 2 	 87 	0.8575 	 -1.015 	 -0.51625 	23.7 	
-5 	 -6 	 1045 	0 	 0 	 90 	-1.16375 	 0.42875 	 -0.3325 	23.7 	
-16 	 38 	 1001 	0 	 2 	 87 	0.875 	 0.90125 	 -0.51625 	23.7 	
-5 	 16 	 1017 	0 	 0 	 90 	-0.2625 	 0.4025 	 -0.4725 	23.7 	
-13 	 19 	 1027 	0 	 1 	 88 	-0.41125 	 0.51625 	 -0.56875 	23.7 	
-11 	 10 	 1014 	0 	 0 	 89 	-0.11375 	 0.55125 	 0.00875 	23.7 	
-25 	 24 	 1015 	-1 	 1 	 88 	0.525 	 0.91 	 0.58625 	23.7 	
-20 	 6 	 1021 	-1 	 0 	 88 	-0.62125 	 -0.00875 	 1.67125 	23.7 	
-8 	 10 	 1016 	0 	 0 	 89 	-0.41125 	 0.72625 	 3.31625 	23.7 	
1 	 32 	 1007 	0 	 1 	 88 	0.62125 	 1.1375 	 3.5525 	23.7 	
-1 	 11 	 1020 	0 	 0 	 90 	-0.4375 	 0.35 	 2.70375 	23.7 	
-14 	 19 	 1028 	0 	 1 	 88 	-0.1575 	 0.6475 	 2.625 	23.7 	
-12 	 13 	 1013 	0 	 0 	 89 	0.21 	 0.74375 	 2.91375 	23.7 	
-9 	 -1 	 1029 	0 	 0 	 89 	-0.55125 	 0.105 	 3.1325 	23.7 	
-20 	 37 	 989 	-1 	 2 	 87 	1.0675 	 1.4875 	 3.3775 	23.7 	
-11 	 5 	 1035 	0 	 0 	 89 	-0.14875 	 0.74375 	 4.305 	23.7 	
-11 	 26 	 1011 	0 	 1 	 88 	-0.09625 	 0.58625 	 5.285 	23.7 	
-5 	 18 	 1020 	0 	 1 	 88 	-0.44625 	 0.23625 	 6.545 	23.7 	
-12 	 34 	 1013 	0 	 1 	 88 	0.62125 	 1.1375 	 7 	23.7 	
-2 	 11 	 1019 	0 	 0 	 90 	-0.42 	 0.77 	 7.07875 	23.7 	
-7 	 12 	 1030 	0 	 0 	 90 	0.02625 	 0.69125 	 6.62375 	23.7 	
-6 	 19 	 1010 	0 	 1 	 88 	0.175 	 0.42875 	 5.69625 	23.7 	
-10 	 19 	 1011 	0 	 1 	 88 	-0.2275 	 0.27125 	 5.0925 	23.7 	
-22 	 27 	 1015 	-1 	 1 	 88 	-0.1925 	 0.6125 	 4.9 	23.7 	
-12 	 10 	 1019 	0 	 0 	 89 	-0.1575 	 0.42 	 5.215 	23.7 	
-5 	 29 	 1016 	0 	 1 	 88 	-0.00875 	 0.28875 	 4.6025 	23.7 	
-9 	 49 	 1017 	0 	 2 	 87 	-0.1925 	 0.4025 	 4.62875 	23.7 	
-10 	 39 	 1020 	0 	 2 	 87 	-0.56 	 0.4375 	 6.3875 	23.7 	
-8 	 45 	 1011 	0 	 2 	 87 	-0.25375 	 0.4725 	 8.88125 	23.7 	
-6 	 25 	 1012 	0 	 1 	 88 	0.35875 	 0.97125 	 11.2875 	23.7 	
-8 	 1 	 1031 	0 	 0 	 90 	-0.3675 	 0.69125 	 12.2325 	23.7 	
-14 	 14 	 1009 	0 	 0 	 89 	-0.245 	 0.62125 	 13.4575 	23.7 	
-6 	 0 	 1024 	0 	 0 	 90 	-0.175 	 1.00625 	 15.015 	23.7 	
6 	 11 	 1007 	0 	 0 	 90 	-0.20125 	 0.84 	 14.7175 	23.7 	
-2 	 -4 	 1028 	0 	 0 	 90 	-0.595 	 0.7525 	 13.8775 	23.7 	
5 	 6 	 1013 	0 	 0 	 90 	-0.1925 	 0.84 	 12.7663 	23.7 	
1 	 9 	 1006 	0 	 0 	 90 	0.02625 	 0.9975 	 11.0513 	23.7 	
-1 	 9 	 1027 	0 	 0 	 90 	-0.3675 	 0.875 	 9.9925 	23.7 	
-9 	 23 	 1024 	0 	 1 	 88 	0.27125 	 0.875 	 9.94875 	23.7 	
-3 	 29 	 1014 	0 	 1 	 88 	0.16625 	 0.63875 	 11.0863 	23.7 	
6 	 26 	 1013 	0 	 1 	 88 	0.0875 	 0.875 	 12.3988 	23.7 	
13 	 24 	 1018 	0 	 1 	 88 	-0.035 	 1.155 	 12.6613 	23.7 	
17 	 17 	 1021 	0 	 0 	 89 	-0.13125 	 0.74375 	 11.7513 	23.7 	
15 	 17 	 1016 	0 	 1 	 88 	-0.14875 	 0.9275 	 10.1063 	23.7 	
7 	 13 	 1013 	0 	 0 	 90 	0.07 	 0.84 	 7.90125 	23.7 	
1 	 10 	 1025 	0 	 0 	 90 	-0.09625 	 0.5425 	 5.85375 	23.7 	
6 	 26 	 1012 	0 	 1 	 88 	0.07875 	 0.5425 	 4.27875 	23.7 	
-5 	 25 	 1016 	0 	 1 	 88 	-0.315 	 0.735 	 3.0275 	23.7 	
-7 	 41 	 1014 	0 	 2 	 87 	-0.2275 	 0.5775 	 2.73 	23.7 	
-13 	 35 	 1016 	0 	 2 	 87 	-0.51625 	 0.23625 	 2.905 	23.7 	
-33 	 31 	 1018 	-1 	 1 	 88 	-0.27125 	 0.35875 	 3.42125 	23.7 	
-58 	 46 	 1019 	-3 	 2 	 86 	-0.525 	 0.42 	 5.25 	23.7 	
-43 	 56 	 1015 	-2 	 3 	 86 	-0.5075 	 0.455 	 9.37125 	23.7 	
-19 	 54 	 1022 	-1 	 3 	 86 	-0.14 	 0.63875 	 13.2825 	23.7 	
10 	 61 	 1008 	0 	 3 	 86 	0.0175 	 1.085 	 15.26 	23.7 	
27 	 35 	 1019 	1 	 1 	 88 	0 	 0.72625 	 14.5425 	23.7 	
30 	 35 	 1017 	1 	 2 	 87 	-0.2275 	 0.65625 	 11.5588 	23.7 	
27 	 8 	 1027 	1 	 0 	 88 	0.16625 	 0.30625 	 7.83125 	23.7 	
14 	 20 	 1006 	0 	 1 	 88 	0.42875 	 0.32375 	 3.22875 	23.7 	
-18 	 15 	 1025 	-1 	 0 	 88 	0.14875 	 0.595 	 0.53375 	23.7 	
-7 	 18 	 1008 	0 	 1 	 88 	0.23625 	 0.5775 	 -0.0875 	23.7 	
-4 	 14 	 1020 	0 	 0 	 90 	0.20125 	 0.70875 	 -0.175 	23.7 	
2 	 28 	 1025 	0 	 1 	 88 	0 	 0.46375 	 -0.58625 	23.7 	
17 	 25 	 1008 	0 	 1 	 88 	0.41125 	 0.58625 	 -0.77875 	23.7 	
26 	 29 	 1021 	1 	 1 	 88 	0.1575 	 0.63 	 -1.60125 	23.7 	
24 	 9 	 1019 	1 	 0 	 88 	0.14 	 0.56 	 -3.75375 	23.7 	
14 	 8 	 1015 	0 	 0 	 89 	0.32375 	 0.58625 	 -6.4225 	23.7 	
5 	 -6 	 1036 	0 	 0 	 90 	0.55125 	 1.085 	 -8.4 	23.7 	
-19 	 41 	 967 	-1 	 2 	 87 	2.58125 	 2.59875 	 -8.95125 	23.8 	
-13 	 -8 	 1051 	0 	 0 	 89 	-0.9625 	 0.63875 	 -8.8025 	23.8 	
32 	 -130 	 1011 	1 	 -7 	 82 	-4.095 	 -3.45625 	 -9.45 	23.7 	
-95 	 66 	 938 	-5 	 4 	 84 	4.52375 	 4.62 	 -13.6325 	23.7 	
-29 	 -20 	 1040 	-1 	 -1 	 88 	-3.36875 	 -2.72125 	 -10.3513 	23.7 	
-33 	 37 	 987 	-1 	 2 	 87 	0.2275 	 -0.8225 	 -8.21625 	23.7 	
-28 	 -15 	 1063 	-1 	 0 	 88 	-2.31 	 -0.56 	 -6.37875 	23.7 	
-23 	 42 	 994 	-1 	 2 	 87 	0.6125 	 0.28 	 -4.19125 	23.7 	
-13 	 18 	 1020 	0 	 1 	 88 	-0.84 	 -0.0525 	 -1.995 	23.7 	
-6 	 22 	 1014 	0 	 1 	 88 	-0.20125 	 0.42 	 -1.02375 	23.7 	
-4 	 10 	 1027 	0 	 0 	 90 	-0.4375 	 0.25375 	 -0.83125 	23.7 	
0 	 8 	 1013 	0 	 0 	 90 	0.2275 	 0.49875 	 -1.995 	23.7 	
-9 	 15 	 1018 	0 	 0 	 89 	0.14 	 0.37625 	 -3.605 	23.7 	
-14 	 15 	 1018 	0 	 0 	 89 	-0.16625 	 -0.105 	 -4.10375 	23.7 	
-17 	 24 	 1013 	0 	 1 	 88 	0.2275 	 0.1225 	 -3.45625 	23.7 	
-14 	 12 	 1019 	0 	 0 	 89 	-0.07 	 0.455 	 -2.38 	23.7 	
-25 	 5 	 1015 	-1 	 0 	 88 	-0.07875 	 0.35 	 -2.03875 	23.7 	
-45 	 11 	 1019 	-2 	 0 	 87 	-0.25375 	 0.00875 	 -0.9625 	23.7 	
-45 	 18 	 1014 	-2 	 1 	 87 	-0.35 	 0.28875 	 2.28375 	23.7 	
-29 	 17 	 1020 	-1 	 0 	 88 	-0.34125 	 0.385 	 5.775 	23.7 	
-8 	 27 	 1018 	0 	 1 	 88 	-0.3675 	 0.2275 	 7.72625 	23.7 	
6 	 32 	 1017 	0 	 1 	 88 	-0.105 	 0.4375 	 8.4 	23.7 	
16 	 15 	 1012 	0 	 0 	 89 	-0.105 	 0.51625 	 7.41125 	23.7 	
-1 	 15 	 1025 	0 	 0 	 90 	-0.14875 	 0.55125 	 5.425 	23.7 	
-8 	 15 	 1014 	0 	 0 	 90 	-0.37625 	 0.34125 	 4.1475 	23.7 	
-16 	 12 	 1019 	0 	 0 	 89 	-0.20125 	 0.455 	 3.71 	23.7 	
-18 	 17 	 1016 	-1 	 1 	 88 	-0.14875 	 0.34125 	 4.05125 	23.7 	
-15 	 22 	 1021 	0 	 1 	 88 	0.105 	 0.28875 	 4.9875 	23.7 	
-7 	 18 	 1014 	0 	 1 	 88 	-0.32375 	 0.5775 	 6.01125 	23.7 	
-6 	 19 	 1017 	0 	 1 	 88 	-0.2625 	 0.46375 	 6.615 	23.7 	
0 	 16 	 1009 	0 	 0 	 90 	-1.085 	 0.2275 	 6.5625 	23.7 	
-22 	 1 	 1023 	-1 	 0 	 88 	-1.96875 	 0.18375 	 6.055 	23.7 	
-68 	 0 	 1022 	-3 	 0 	 86 	-0.805 	 0.63 	 6.4225 	23.7 	
-85 	 36 	 1016 	-4 	 2 	 85 	-0.02625 	 0.90125 	 10.4825 	23.7 	
